2025-06-06T05:48:46.807Z [AUDIT] Token created by 'anonymous': tokenId='e4ea4a61-ac26-4177-8f35-ee482c0d3dda', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=none, refreshable=false
2025-06-06T11:59:40.459Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='6e92d8e8-d773-4a04-ab8d-1cfd6b13f7c2', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211300456, refreshable=false
2025-06-06T11:59:40.551Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='46dfe5ae-09cb-4dae-ba70-8d8c8ac735f8', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211300549, refreshable=false
2025-06-06T11:59:40.633Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='f9c01b4b-1933-4c1c-a4eb-53b4180131d6', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211300631, refreshable=false
2025-06-06T12:00:40.815Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='9d934bea-572c-4c02-ac38-57aa22950007', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211360759, refreshable=false
2025-06-06T12:00:41.007Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='25f554a3-4d18-4ab2-82a2-483a1509ca0f', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211361006, refreshable=false
2025-06-06T12:00:41.061Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='e9b9835f-05ef-4d05-9259-cf68789b8bcf', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211361060, refreshable=false
2025-06-06T12:00:41.105Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='2bbc0610-94d6-4dc3-98c1-80f7178f14f5', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211361105, refreshable=false
2025-06-06T12:00:41.147Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='c69ebc41-8f54-4096-9a87-654a319f437f', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211361146, refreshable=false
2025-06-06T12:00:41.194Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='bffac395-2bf4-4a87-a6e7-8a5677f9070f', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211361193, refreshable=false
2025-06-06T12:00:41.239Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='a148854c-5e71-43b4-9297-415de64ab305', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211361239, refreshable=false
2025-06-06T12:00:41.288Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='af3e9a41-095d-4418-84ed-91596cba4233', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211361288, refreshable=false
2025-06-06T12:00:41.349Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='18fbd5d9-a84f-4154-aadc-fe8ac3ebf8e6', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211361349, refreshable=false
2025-06-06T12:04:17.340Z [AUDIT] Token created by 'anonymous': tokenId='d2c1e9ff-ab79-4c5e-b0fc-92c1ef11ca5c', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=none, refreshable=false
2025-06-06T12:04:17.441Z [AUDIT] Token revoked by 'anonymous': tokenId='b7ce8614-2ddb-483d-bd8f-d1a8ff1b472e', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=none, refreshable=false
2025-06-06T12:04:19.924Z [AUDIT] Token created by 'jfrou@01jx1wh7y9ea15mkrw2g95yms4': tokenId='c282494a-e1bc-472b-9266-b5a98d9cd234', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=1749218659919, refreshable=false
2025-06-06T12:04:20.320Z [AUDIT] Token created by 'anonymous': tokenId='b37c452a-4c55-44a4-a3fd-188f3d8d6410', issuer='jfevt@01jx1whbjf25v712c2mrk11s4z', subject='jfevt@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T12:04:20.335Z [AUDIT] Token revoked by 'anonymous': tokenId='055c052f-3600-47c4-979c-5a18f2849387', issuer='jfevt@01jx1whbjf25v712c2mrk11s4z', subject='jfevt@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T12:04:20.674Z [AUDIT] Token created by 'anonymous': tokenId='246b6c4a-4460-4301-b26e-b7af009105b7', issuer='jfmd@01jx2hy7872z23w07vnngc98kz', subject='jfmd@01jx2hy7872z23w07vnngc98kz', expiry=none, refreshable=false
2025-06-06T12:04:20.740Z [AUDIT] Token revoked by 'anonymous': tokenId='5728f39d-82a6-494c-a225-d2fd742159b1', issuer='jfmd@01jx2h4mfqkaxex4939h2cv0nh', subject='jfmd@01jx2h4mfqkaxex4939h2cv0nh', expiry=none, refreshable=false
2025-06-06T12:04:21.009Z [AUDIT] Token created by 'anonymous': tokenId='eebfcf09-e5fa-4a7d-890b-fb4b59869d97', issuer='jfrt@01jx1wjw17758y190rcvsn042n', subject='jfrt@01jx1wjw17758y190rcvsn042n', expiry=none, refreshable=false
2025-06-06T12:04:21.040Z [AUDIT] Token revoked by 'anonymous': tokenId='204e3b1c-94dc-425c-93e1-06a34eec32af', issuer='jfrt@01jx1wjw17758y190rcvsn042n', subject='jfrt@01jx1wjw17758y190rcvsn042n', expiry=none, refreshable=false
2025-06-06T12:04:23.506Z [AUDIT] Token created by 'anonymous': tokenId='88a65688-4609-4cef-ad12-73229433af1c', issuer='jfac@01jx1whbjf25v712c2mrk11s4z', subject='jfac@01jx1whbjf25v712c2mrk11s4z', expiry=1749215063502, refreshable=false
2025-06-06T12:04:24.437Z [AUDIT] Token created by 'anonymous': tokenId='fc16a81d-b916-41d4-9eb3-ed7f1a7ae1e6', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=none, refreshable=false
2025-06-06T12:04:24.457Z [AUDIT] Token revoked by 'anonymous': tokenId='727e05c1-abb3-4e96-9ab8-9f01cd31722a', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=none, refreshable=false
2025-06-06T12:05:06.900Z [AUDIT] Token created by 'anonymous': tokenId='d452f883-5741-436a-bd31-4fe14ed0cb86', issuer='jfcfg@01jx1whbjf25v712c2mrk11s4z', subject='jfcfg@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T12:05:06.971Z [AUDIT] Token revoked by 'anonymous': tokenId='7633baa8-b986-46d0-ae82-f47285fcd9aa', issuer='jfcfg@01jx1whbjf25v712c2mrk11s4z', subject='jfcfg@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T12:05:08.677Z [AUDIT] Token created by 'anonymous': tokenId='0110f5f6-113f-48e6-a72f-ee404938bc59', issuer='jftpl@01jx1wgjjd55xs021h1peq1z3x', subject='jftpl@01jx1wgjjd55xs021h1peq1z3x', expiry=none, refreshable=false
2025-06-06T12:05:11.571Z [AUDIT] Token created by 'jfcfg@01jx1whbjf25v712c2mrk11s4z': tokenId='e3f036c6-c9ba-43fa-9eee-79ce63e0145c', issuer='jfcfg@01jx1whbjf25v712c2mrk11s4z', subject='jfcfg@01jx1whbjf25v712c2mrk11s4z', expiry=1749213311570, refreshable=false
2025-06-06T12:05:19.123Z [AUDIT] Token created by 'jfrt@01jx1wjw17758y190rcvsn042n': tokenId='95e2c428-debb-47dc-ad1b-9c4e2e2e7781', issuer='jfrt@01jx1wjw17758y190rcvsn042n', subject='jfrt@01jx1wjw17758y190rcvsn042n', expiry=2695291519117, refreshable=false
2025-06-06T12:05:23.025Z [AUDIT] Token created by 'anonymous': tokenId='aa01869d-6b80-460c-9479-5723bbf97d8b', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T12:05:23.050Z [AUDIT] Token revoked by 'anonymous': tokenId='03f2d35c-7043-4845-9c64-846ad763d85b', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T12:05:24.792Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='9f03f1cc-4b48-426d-877f-2e9c01c49e64', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211644789, refreshable=false
2025-06-06T12:05:24.797Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='ec47be1a-e679-4770-ab29-996c83bd6726', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211644794, refreshable=false
2025-06-06T12:05:26.195Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='05038069-a6b1-4cd1-ad5a-fb5a440b12a0', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211646194, refreshable=false
2025-06-06T12:06:24.679Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='38025544-ea8a-4fca-a8e2-71866bc8e6fb', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211704677, refreshable=false
2025-06-06T12:07:24.666Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='dee87a36-f972-4954-bf32-fe9802e6c2ea', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211764661, refreshable=false
2025-06-06T12:07:32.372Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='4869577b-268c-445e-964f-f6e5b7e1f41b', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749212252345, refreshable=false
2025-06-06T12:07:32.372Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='345f5260-fe65-43d7-80c3-c651c0b45c80', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='anonymous', expiry=1749212252327, refreshable=false
2025-06-06T12:07:32.372Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='d5ae0b14-c93f-4862-af5d-9ce01d7152a0', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='anonymous', expiry=1749212252364, refreshable=false
2025-06-06T12:07:32.376Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='47792ed2-99a7-499f-ab8a-1689e5a444dc', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749212252364, refreshable=false
2025-06-06T12:07:32.377Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='0e82a472-7be8-4c19-b58f-d45130b56761', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749212252364, refreshable=false
2025-06-06T12:07:32.734Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='fed1f351-30ca-4b6a-821a-626b19dde627', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749212252731, refreshable=false
2025-06-06T12:07:32.747Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='f866d32b-5ca7-410a-b458-ab1612b7dea2', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749212252744, refreshable=false
2025-06-06T12:07:32.753Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='b63d5c7b-f8e6-43d4-9f2d-a32b5793355b', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749212252751, refreshable=false
2025-06-06T12:07:32.759Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='c41a12e1-9f54-432f-99c3-4910445a95f6', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749212252751, refreshable=false
2025-06-06T12:07:32.796Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='37e57224-e547-4e9e-911b-142d515d4af7', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749212252789, refreshable=false
2025-06-06T12:07:33.019Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='e5dfc9aa-85dc-405d-8315-cf69df75a0b2', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749212253018, refreshable=false
2025-06-06T12:07:33.020Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='b699fe76-62a1-4a27-b4ee-0679f4ee18cb', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749212253018, refreshable=false
2025-06-06T12:07:33.778Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='a1b67bab-754c-4efe-b2a2-7fcd90621746', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/jffe@01jx1whbjf25v712c2mrk11s4z', expiry=1749212253777, refreshable=false
2025-06-06T12:07:36.944Z [AUDIT] Token refreshed by 'jffe@01jx1whbjf25v712c2mrk11s4z': oldTokenId='988786d3-9b78-4b4d-b1ae-49fe40861c12', tokenId='fe2b6e87-2eb4-4a61-bced-0e1565f66cc0', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/admin', expiry=1749213456930, refreshable=true
2025-06-06T12:07:37.761Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='0b724361-e228-4e08-9b56-e5dccdbab66d', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/admin', expiry=1749212257759, refreshable=false
2025-06-06T12:07:37.761Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='92c67964-692b-4cc9-b168-f790106bdf68', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/admin', expiry=1749212257759, refreshable=false
2025-06-06T12:07:38.765Z [AUDIT] Token refreshed by 'jffe@01jx1whbjf25v712c2mrk11s4z': oldTokenId='988786d3-9b78-4b4d-b1ae-49fe40861c12', tokenId='51c1cfe6-27e1-45cb-aafe-a595d09193b2', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/admin', expiry=1749213458748, refreshable=true
2025-06-06T12:07:40.408Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='8b5caf65-a85e-433c-a4a6-2a47fcec2a78', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/admin', expiry=1749212260405, refreshable=false
2025-06-06T12:08:24.685Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='ecc2583f-fbfc-4be2-9ce5-68f3cf1e2a64', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211824683, refreshable=false
2025-06-06T12:09:24.666Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='0601fae1-1de7-4f8c-b603-e2c71a901fc1', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211884664, refreshable=false
2025-06-06T12:10:24.673Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='978c40a6-6218-4be9-9adf-91a2c486ed37', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749211944670, refreshable=false
2025-06-06T12:11:00.622Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='749f6615-a97f-4f36-aa5e-c9c2bc6b8749', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749212460621, refreshable=false
2025-06-06T12:11:00.633Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='3766af98-259b-4983-a0cd-8fe241453bf1', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749212460630, refreshable=false
2025-06-06T12:11:00.637Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='8c1b127e-b4bc-41d7-ac2a-1e94303b5616', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749212460632, refreshable=false
2025-06-06T12:11:00.659Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='89755325-6fb7-4ed4-8c46-a699e4402a02', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749212460657, refreshable=false
2025-06-06T12:11:00.681Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='80e81119-bd11-442e-9576-57c782333e58', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749212460679, refreshable=false
2025-06-06T12:11:24.647Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='304e0487-a4af-41fc-8d7f-c1e8ef914bc5', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749212004646, refreshable=false
2025-06-06T12:12:24.664Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='91366a96-4ada-4f8e-bda7-c5da6efd4ef0', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749212064662, refreshable=false
2025-06-06T12:13:24.657Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='472f455e-0744-49fa-bea7-5c3f692ca523', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749212124654, refreshable=false
2025-06-06T12:14:24.683Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='a9b9698c-422a-439b-837a-eef6583f6a62', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749212184680, refreshable=false
2025-06-06T12:15:24.963Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='f7ccc8df-cfcf-4c9f-9b9f-65c9df458028', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749212244961, refreshable=false
2025-06-06T12:26:20.441Z [AUDIT] Token created by 'anonymous': tokenId='57a77453-7e90-4476-ab83-225c610d8753', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=none, refreshable=false
2025-06-06T12:26:20.591Z [AUDIT] Token revoked by 'anonymous': tokenId='d2c1e9ff-ab79-4c5e-b0fc-92c1ef11ca5c', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=none, refreshable=false
2025-06-06T13:07:09.742Z [AUDIT] Token created by 'anonymous': tokenId='f41a4085-98c4-4d66-a4e7-c0701bcafdc2', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=none, refreshable=false
2025-06-06T13:07:09.784Z [AUDIT] Token revoked by 'anonymous': tokenId='57a77453-7e90-4476-ab83-225c610d8753', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=none, refreshable=false
2025-06-06T13:07:11.273Z [AUDIT] Token created by 'jfrou@01jx1wh7y9ea15mkrw2g95yms4': tokenId='3432c1ef-2b69-43cc-964f-1e9cfd13b26c', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=1749222431271, refreshable=false
2025-06-06T13:07:12.315Z [AUDIT] Token created by 'anonymous': tokenId='5c34a8f1-6fab-4d6a-858b-cfaf8a7fed7d', issuer='jfmd@01jx2njkmndntyknh2an06mh9f', subject='jfmd@01jx2njkmndntyknh2an06mh9f', expiry=none, refreshable=false
2025-06-06T13:07:12.362Z [AUDIT] Token revoked by 'anonymous': tokenId='246b6c4a-4460-4301-b26e-b7af009105b7', issuer='jfmd@01jx2hy7872z23w07vnngc98kz', subject='jfmd@01jx2hy7872z23w07vnngc98kz', expiry=none, refreshable=false
2025-06-06T13:07:12.369Z [AUDIT] Token created by 'anonymous': tokenId='d8391bbf-5f25-4b42-9cff-61f65c99d980', issuer='jfevt@01jx1whbjf25v712c2mrk11s4z', subject='jfevt@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T13:07:12.391Z [AUDIT] Token revoked by 'anonymous': tokenId='b37c452a-4c55-44a4-a3fd-188f3d8d6410', issuer='jfevt@01jx1whbjf25v712c2mrk11s4z', subject='jfevt@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T13:07:12.414Z [AUDIT] Token created by 'anonymous': tokenId='3370fa2a-b98d-4034-ba53-ac56e04e40d0', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=none, refreshable=false
2025-06-06T13:07:12.441Z [AUDIT] Token revoked by 'anonymous': tokenId='fc16a81d-b916-41d4-9eb3-ed7f1a7ae1e6', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=none, refreshable=false
2025-06-06T13:07:12.903Z [AUDIT] Token created by 'anonymous': tokenId='363f52ca-bf65-4d36-8a71-448d2d0d07d9', issuer='jfrt@01jx1wjw17758y190rcvsn042n', subject='jfrt@01jx1wjw17758y190rcvsn042n', expiry=none, refreshable=false
2025-06-06T13:07:12.923Z [AUDIT] Token revoked by 'anonymous': tokenId='eebfcf09-e5fa-4a7d-890b-fb4b59869d97', issuer='jfrt@01jx1wjw17758y190rcvsn042n', subject='jfrt@01jx1wjw17758y190rcvsn042n', expiry=none, refreshable=false
2025-06-06T13:07:14.570Z [AUDIT] Token created by 'anonymous': tokenId='d25ea355-edc9-44dc-a91f-1689426ec55f', issuer='jfac@01jx1whbjf25v712c2mrk11s4z', subject='jfac@01jx1whbjf25v712c2mrk11s4z', expiry=1749218834569, refreshable=false
2025-06-06T13:07:18.117Z [AUDIT] Token created by 'anonymous': tokenId='532d7b61-37a3-40cb-9e39-a6aa39f962b1', issuer='jftpl@01jx1wgjjd55xs021h1peq1z3x', subject='jftpl@01jx1wgjjd55xs021h1peq1z3x', expiry=none, refreshable=false
2025-06-06T13:07:18.217Z [AUDIT] Token created by 'anonymous': tokenId='7930ebec-bc30-4e80-a811-b583ccfe6a2a', issuer='jfcfg@01jx1whbjf25v712c2mrk11s4z', subject='jfcfg@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T13:07:18.233Z [AUDIT] Token revoked by 'anonymous': tokenId='d452f883-5741-436a-bd31-4fe14ed0cb86', issuer='jfcfg@01jx1whbjf25v712c2mrk11s4z', subject='jfcfg@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T13:07:19.877Z [AUDIT] Token created by 'jfcfg@01jx1whbjf25v712c2mrk11s4z': tokenId='568512f4-f0c2-4621-838b-371b3ab97c94', issuer='jfcfg@01jx1whbjf25v712c2mrk11s4z', subject='jfcfg@01jx1whbjf25v712c2mrk11s4z', expiry=1749217039875, refreshable=false
2025-06-06T13:07:23.718Z [AUDIT] Token created by 'jfrt@01jx1wjw17758y190rcvsn042n': tokenId='b2996caa-d5a6-4f1e-bffe-6760e5c7aabe', issuer='jfrt@01jx1wjw17758y190rcvsn042n', subject='jfrt@01jx1wjw17758y190rcvsn042n', expiry=2695295243713, refreshable=false
2025-06-06T13:07:26.190Z [AUDIT] Token created by 'anonymous': tokenId='09711cd4-07f5-403c-a7b6-ea66e7915859', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T13:07:26.196Z [AUDIT] Token revoked by 'anonymous': tokenId='aa01869d-6b80-460c-9479-5723bbf97d8b', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T13:08:14.061Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='08574766-6ce6-454e-ad19-587c4b1d7f03', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749215414060, refreshable=false
2025-06-06T13:08:14.061Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='5281673c-80a4-4148-908d-cbda48376c8c', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749215414060, refreshable=false
